hidden_channels,lr,weight_decay,dropout,focal_gamma,focal_alpha,epochs,mean_auc,std_auc,mean_f1,mean_acc,mean_thr
128,0.001,1e-05,0.5,2,0.75,1000,0.9980003858024691,0.00392252327806719,0.9974999023399352,0.9975077639751554,2.457107037305832
256,0.001,1e-05,0.5,2,0.75,1000,0.998,0.0040000000000000036,0.9987421383647799,0.99875,-0.9882837533950806
512,0.001,1e-05,0.3,2,0.5,700,0.9979687500000001,0.0040624999999999915,0.9987421383647799,0.99875,-1.5570718765258789
512,0.001,0.0001,0.5,2,0.75,1000,0.9979687500000001,0.0040624999999999915,0.9987421383647799,0.99875,-0.42558697462081907
256,0.001,0.0001,0.5,1,0.75,400,0.9979687500000001,0.0040624999999999915,0.9987421383647799,0.99875,1.900971269607544
256,0.0002,1e-05,0.5,1,0.5,1000,0.9979567901234567,0.0029971281280083174,0.9975151444997492,0.9975077639751554,3.201777935028076
256,0.0002,0.0001,0.5,2,0.5,700,0.9979486882716049,0.002546049487664486,0.9975151444997492,0.9975077639751554,0.854936671257019
512,0.001,1e-05,0.3,2,0.5,1000,0.9979378858024692,0.004047509214601959,0.9974999023399352,0.9975077639751554,-1.8538602828979491
256,0.001,0.0001,0.3,1,0.5,700,0.9979375000000001,0.0041249999999999785,0.9987421383647799,0.99875,0.4766670227050781
512,0.001,1e-05,0.5,1,0.75,400,0.9979375000000001,0.0041249999999999785,0.9987421383647799,0.99875,-1.408986711502075
256,0.001,0.0001,0.3,2,0.75,700,0.9979066358024692,0.004110002503641815,0.9974999023399352,0.9975077639751554,-0.1586035132408142
256,0.001,0.0001,0.5,2,0.75,700,0.9979066358024692,0.004110002503641815,0.9974999023399352,0.9975077639751554,-0.4372858390212059
512,0.001,1e-05,0.5,2,0.5,700,0.9979066358024692,0.004110002503641815,0.9974999023399352,0.9975077639751554,-0.9870722770690918
256,0.001,0.0001,0.5,1,0.5,1000,0.9979062500000001,0.004187499999999966,0.9987421383647799,0.99875,-1.0371607303619386
256,0.001,0.0001,0.5,2,0.5,700,0.9979062500000001,0.004187499999999966,0.9987421383647799,0.99875,-0.4741175413131714
512,0.001,1e-05,0.3,2,0.75,400,0.997875,0.004249999999999998,0.9987421383647799,0.99875,-1.555871844291687
512,0.001,0.0001,0.3,1,0.5,400,0.997875,0.004249999999999998,0.9987421383647799,0.99875,-1.3060588598251344
256,0.001,0.0001,0.5,1,0.75,700,0.997846836419753,0.0037199010053696343,0.9975151444997492,0.9975077639751554,0.7474946022033692
512,0.001,0.0001,0.3,2,0.5,1000,0.9978441358024691,0.004234989675932019,0.9974999023399352,0.9975077639751554,-1.5013297200202942
128,0.001,1e-05,0.3,2,0.75,700,0.99784375,0.0043124999999999865,0.9987421383647799,0.99875,1.6407958149909974
256,0.0002,1e-05,0.5,2,0.75,700,0.9978167438271605,0.00357865687140283,0.9975151444997492,0.9975077639751554,1.1182510614395142
128,0.001,0.0001,0.5,2,0.5,1000,0.9978155864197531,0.0037818910800001223,0.9975151444997492,0.9975077639751554,0.8311560153961182
256,0.0002,0.0001,0.5,2,0.5,400,0.9978144290123456,0.0039965281315883045,0.9975151444997492,0.9975077639751554,0.41641868352890016
256,0.001,1e-05,0.3,1,0.75,700,0.9978125,0.0043749999999999735,0.9987421383647799,0.99875,2.0588628530502318
128,0.0002,1e-05,0.5,2,0.5,700,0.9978047839506173,0.0036595636843138385,0.9975151444997492,0.9975077639751554,2.1274581432342528
